CR, 32, 1048575, 0.064514
RD, 32, 2097152, 0.807018
CR, 32, 2097151, 0.077354
RD, 32, 4194304, 1.473266
CR, 32, 4194303, 0.175957
RD, 32, 8388608, 2.824096
CR, 32, 8388607, 0.338117
RD, 32, 16777216, 5.568992
CR, 32, 16777215, 0.670030
RD, 32, 33554432, 11.930751
CR, 32, 33554431, 1.279266
RD, 32, 67108864, 23.900785
CR, 32, 67108863, 2.508813
RD, 32, 134217728, 53.504218
CR, 32, 134217727, 4.917024
RD, 32, 268435456, 107.799282
CR, 32, 268435455, 9.829215
CR, 32, 536870911, 19.434884
RD, 64, 256, 0.329259
CR, 64, 255, 0.060265
RD, 64, 512, 0.331653
CR, 64, 511, 0.056924
RD, 64, 1024, 0.423402
CR, 64, 1023, 0.056832
RD, 64, 2048, 0.405492
CR, 64, 2047, 0.059849
RD, 64, 4096, 0.333679
CR, 64, 4095, 0.058241
RD, 64, 8192, 0.360782
CR, 64, 8191, 0.070432
RD, 64, 16384, 0.446671
CR, 64, 16383, 0.059367
RD, 64, 32768, 0.431995
CR, 64, 32767, 0.059788
RD, 64, 65536, 0.355850
CR, 64, 65535, 0.060142
RD, 64, 131072, 0.456009
CR, 64, 131071, 0.060960
RD, 64, 262144, 0.482863
CR, 64, 262143, 0.062196
RD, 64, 524288, 0.574611
CR, 64, 524287, 0.064543
RD, 64, 1048576, 0.661137
CR, 64, 1048575, 0.081033
RD, 64, 2097152, 0.888496
CR, 64, 2097151, 0.091329
RD, 64, 4194304, 1.144997
CR, 64, 4194303, 0.116402
RD, 64, 8388608, 2.091227
CR, 64, 8388607, 0.191787
RD, 64, 16777216, 4.164684
CR, 64, 16777215, 0.370424
RD, 64, 33554432, 8.074433
CR, 64, 33554431, 0.676312
RD, 64, 67108864, 17.243970
CR, 64, 67108863, 1.297508
RD, 64, 134217728, 34.569795
CR, 64, 134217727, 2.504191
RD, 64, 268435456, 79.713417
CR, 64, 268435455, 4.974593
RD, 64, 536870912, 159.664686
CR, 64, 536870911, 9.844488
CR, 64, 1073741823, 19.452216
